Team,Opponent,Win_Percentage,Wins,Losses,Ties,Total_Games
Arizona,Florida State,,0,0,0,0
Arizona,Georgia,,0,0,1,1
Arizona,Georgia Tech,100.0,2,0,0,2
Arizona,Houston,33.33,2,4,0,6
Arizona,Illinois,75.0,3,1,0,4
Arizona,Indiana,50.0,2,2,0,4
Arizona,Iowa,53.85,7,6,0,13
Arizona,Iowa State,66.67,4,2,1,7
Arizona,Kansas,50.0,3,3,1,7
Arizona,Kansas State,75.0,6,2,1,9
Arizona,Kentucky,,0,0,0,0
Arizona,LSU,0.0,0,3,0,3
Arizona,Louisville,,0,0,0,0
Arizona,Maryland,,0,0,0,0
Arizona,Miami (FL),33.33,1,2,0,3
Arizona,Michigan,0.0,0,2,0,2
Arizona,Michigan State,0.0,0,3,0,3
Arizona,Minnesota,0.0,0,1,0,1
Arizona,Mississippi State,0.0,0,2,0,2
Arizona,Missouri,0.0,0,3,0,3
Arizona,NC State,100.0,1,0,0,1
Arizona,Nebraska,50.0,1,1,1,3
Arizona,North Carolina,100.0,1,0,0,1
Arizona,Northwestern,100.0,2,0,0,2
Arizona,Ohio State,25.0,1,3,0,4
Arizona,Oklahoma,66.67,2,1,0,3
Arizona,Oklahoma State,50.0,5,5,0,10
Arizona,Ole Miss,,0,0,0,0
Arizona,Oregon,36.96,17,29,0,46
Arizona,Oregon State,60.98,25,16,1,42
Arizona,Penn State,0.0,0,1,0,1
Arizona,Pittsburgh,0.0,0,1,0,1
Arizona,Purdue,0.0,0,3,0,3
Arizona,Rutgers,,0,0,0,0
Arizona,South Carolina,,0,0,0,0
Arizona,Stanford,46.88,15,17,0,32
Arizona,Syracuse,0.0,0,2,0,2
Arizona,TCU,33.33,1,2,0,3
Arizona,Tennessee,,0,0,0,0
Arizona,Texas,0.0,0,1,0,1
Arizona,Texas A&M,,0,0,0,0
Arizona,Texas Tech,15.62,5,27,2,34
Arizona,UCF,0.0,0,1,0,1
Arizona,UCLA,40.0,18,27,2,47
Arizona,USC,17.78,8,37,0,45
Arizona,Utah,44.68,21,26,2,49
Arizona,Vanderbilt,,0,0,0,0
Arizona,Virginia,,0,0,0,0
Arizona,Virginia Tech,,0,0,0,0
Arizona,Wake Forest,,0,0,0,0
Arizona,Washington,29.73,11,26,1,38
Arizona,Washington State,59.57,28,19,0,47
Arizona,West Virginia,0.0,0,1,0,1
Arizona,Wisconsin,0.0,0,2,0,2
Arizona State,Alabama,,0,0,0,0
Arizona State,Arizona,51.14,45,43,1,89
Arizona State,Arizona State,,0,0,0,0
Arizona State,Arkansas,0.0,0,2,0,2
Arizona State,Auburn,,0,0,0,0
Arizona State,BYU,72.41,21,8,0,29
Arizona State,Baylor,100.0,2,0,0,2
Arizona State,Boston College,0.0,0,1,0,1
Arizona State,California (Cal),47.22,17,19,0,36
Arizona State,Cincinnati,0.0,0,3,0,3
Arizona State,Clemson,,0,0,0,0
Arizona State,Colorado,73.33,11,4,0,15
Arizona State,Duke,50.0,1,1,0,2
Arizona State,Florida,,0,0,0,0
Arizona State,Florida State,40.0,2,3,0,5
Arizona State,Georgia,0.0,0,2,0,2
Arizona State,Georgia Tech,,0,0,0,0
Arizona State,Houston,50.0,5,5,0,10
Arizona State,Illinois,75.0,3,1,0,4
Arizona State,Indiana,,0,0,0,0
Arizona State,Iowa,66.67,2,1,0,3
Arizona State,Iowa State,100.0,2,0,0,2
Arizona State,Kansas,100.0,1,0,0,1
Arizona State,Kansas State,85.71,6,1,0,7
Arizona State,Kentucky,,0,0,0,0
Arizona State,LSU,0.0,0,1,0,1
Arizona State,Louisville,33.33,1,2,0,3
Arizona State,Maryland,,0,0,0,0
Arizona State,Miami (FL),50.0,1,1,0,2
Arizona State,Michigan,100.0,1,0,0,1
Arizona State,Michigan State,75.0,3,1,0,4
Arizona State,Minnesota,100.0,1,0,0,1
Arizona State,Mississippi State,50.0,1,1,0,2
Arizona State,Missouri,42.86,3,4,0,7
Arizona State,NC State,33.33,1,2,0,3
Arizona State,Nebraska,25.0,2,6,0,8
Arizona State,North Carolina,66.67,2,1,0,3
Arizona State,Northwestern,100.0,4,0,0,4
Arizona State,Ohio State,0.0,0,2,0,2
Arizona State,Oklahoma,100.0,1,0,0,1
Arizona State,Oklahoma State,50.0,3,3,0,6
Arizona State,Ole Miss,,0,0,0,0
Arizona State,Oregon,46.15,18,21,0,39
Arizona State,Oregon State,65.22,30,16,1,47
Arizona State,Penn State,0.0,0,1,0,1
Arizona State,Pittsburgh,100.0,1,0,0,1
Arizona State,Purdue,100.0,1,0,0,1
Arizona State,Rutgers,100.0,2,0,0,2
Arizona State,South Carolina,,0,0,0,0
Arizona State,Stanford,52.94,18,16,0,34
Arizona State,Syracuse,,0,0,0,0
Arizona State,TCU,100.0,3,0,0,3
Arizona State,Tennessee,,0,0,0,0
Arizona State,Texas,0.0,0,2,0,2
Arizona State,Texas A&M,0.0,0,1,0,1
Arizona State,Texas Tech,50.0,3,3,0,6
Arizona State,UCF,100.0,2,0,0,2
Arizona State,UCLA,41.03,16,23,1,40
Arizona State,USC,35.0,14,26,0,40
Arizona State,Utah,63.89,23,13,0,36
Arizona State,Vanderbilt,,0,0,0,0
Arizona State,Virginia,,0,0,0,0
Arizona State,Virginia Tech,,0,0,0,0
Arizona State,Wake Forest,0.0,0,1,0,1
Arizona State,Washington,56.41,22,17,0,39
Arizona State,Washington State,64.44,29,16,2,47
Arizona State,West Virginia,66.67,2,1,0,3
Arizona State,Wisconsin,60.0,3,2,0,5
Arkansas,Alabama,20.59,7,27,0,34
Arkansas,Arizona,,0,0,0,0
Arkansas,Arizona State,100.0,2,0,0,2
Arkansas,Arkansas,,0,0,0,0
Arkansas,Auburn,38.24,13,21,1,35
Arkansas,BYU,50.0,1,1,0,2
Arkansas,Baylor,51.47,35,33,2,70
Arkansas,Boston College,,0,0,0,0
Arkansas,California (Cal),100.0,1,0,0,1
Arkansas,Cincinnati,100.0,1,0,0,1
Arkansas,Clemson,,0,0,0,0
Arkansas,Colorado,,0,0,0,0
Arkansas,Duke,0.0,0,1,0,1
Arkansas,Florida,23.08,3,10,0,13
Arkansas,Florida State,,0,0,0,0
Arkansas,Georgia,25.0,4,12,0,16
Arkansas,Georgia Tech,50.0,1,1,0,2
Arkansas,Houston,66.67,12,6,0,18
Arkansas,Illinois,,0,0,0,0
Arkansas,Indiana,,0,0,0,0
Arkansas,Iowa,0.0,0,1,0,1
Arkansas,Iowa State,100.0,1,0,0,1
Arkansas,Kansas,33.33,1,2,0,3
Arkansas,Kansas State,50.0,3,3,0,6
Arkansas,Kentucky,37.5,3,5,0,8
Arkansas,LSU,33.82,23,45,2,70
Arkansas,Louisville,,0,0,0,0
Arkansas,Maryland,,0,0,0,0
Arkansas,Miami (FL),0.0,0,3,0,3
Arkansas,Michigan,0.0,0,1,0,1
Arkansas,Michigan State,,0,0,0,0
Arkansas,Minnesota,0.0,0,1,0,1
Arkansas,Mississippi State,54.29,19,16,1,36
Arkansas,Missouri,23.53,4,13,0,17
Arkansas,NC State,,0,0,0,0
Arkansas,Nebraska,100.0,1,0,0,1
Arkansas,North Carolina,0.0,0,2,0,2
Arkansas,Northwestern,100.0,1,0,0,1
Arkansas,Ohio State,0.0,0,1,0,1
Arkansas,Oklahoma,33.33,4,8,1,13
Arkansas,Oklahoma State,65.22,30,16,1,47
Arkansas,Ole Miss,52.11,37,34,1,72
Arkansas,Oregon,,0,0,0,0
Arkansas,Oregon State,,0,0,0,0
Arkansas,Penn State,100.0,1,0,0,1
Arkansas,Pittsburgh,,0,0,0,0
Arkansas,Purdue,,0,0,0,0
Arkansas,Rutgers,0.0,0,2,0,2
Arkansas,South Carolina,58.33,14,10,0,24
Arkansas,Stanford,0.0,0,1,0,1
Arkansas,Syracuse,,0,0,0,0
Arkansas,TCU,64.71,44,24,2,70
Arkansas,Tennessee,33.33,7,14,0,21
Arkansas,Texas,28.75,23,57,0,80
Arkansas,Texas A&M,53.85,42,36,3,81
Arkansas,Texas Tech,78.95,30,8,0,38
Arkansas,UCF,100.0,1,0,0,1
Arkansas,UCLA,0.0,0,1,1,2
Arkansas,USC,20.0,1,4,0,5
Arkansas,Utah,,0,0,0,0
Arkansas,Vanderbilt,70.0,7,3,0,10
Arkansas,Virginia,,0,0,0,0
Arkansas,Virginia Tech,0.0,0,1,0,1
Arkansas,Wake Forest,,0,0,0,0
Arkansas,Washington,,0,0,0,0
Arkansas,Washington State,,0,0,0,0
Arkansas,West Virginia,,0,0,0,0
Arkansas,Wisconsin,0.0,0,2,0,2
Auburn,Alabama,38.55,32,51,1,84
Auburn,Arizona,66.67,2,1,0,3
Auburn,Arizona State,,0,0,0,0
Auburn,Arkansas,61.76,21,13,1,35
Auburn,Auburn,,0,0,0,0
Auburn,BYU,,0,0,0,0
Auburn,Baylor,50.0,2,2,1,5
Auburn,Boston College,33.33,1,2,0,3
Auburn,California (Cal),50.0,1,1,0,2
Auburn,Cincinnati,100.0,2,0,0,2
Auburn,Clemson,68.75,33,15,2,50
Auburn,Colorado,100.0,1,0,0,1
Auburn,Duke,60.0,3,2,0,5
Auburn,Florida,53.01,44,39,2,85
Auburn,Florida State,72.22,13,5,1,19
Auburn,Georgia,44.83,52,64,6,122
Auburn,Georgia Tech,50.6,42,41,3,86
Auburn,Houston,71.43,5,2,0,7
Auburn,Illinois,,0,0,0,0
Auburn,Indiana,100.0,1,0,0,1
Auburn,Iowa,,0,0,0,0
Auburn,Iowa State,,0,0,0,0
Auburn,Kansas,100.0,2,0,0,2
Auburn,Kansas State,100.0,4,0,0,4
Auburn,Kentucky,80.0,28,7,1,36
Auburn,LSU,41.07,23,33,1,57
Auburn,Louisville,100.0,2,0,0,2
Auburn,Maryland,50.0,2,2,0,4
Auburn,Miami (FL),63.64,7,4,0,11
Auburn,Michigan,50.0,1,1,0,2
Auburn,Michigan State,100.0,1,0,0,1
Auburn,Minnesota,0.0,0,1,0,1
Auburn,Mississippi State,67.02,63,31,3,97
Auburn,Missouri,50.0,3,3,0,6
Auburn,NC State,50.0,1,1,0,2
Auburn,Nebraska,25.0,1,3,0,4
Auburn,North Carolina,66.67,2,1,0,3
Auburn,Northwestern,50.0,1,1,0,2
Auburn,Ohio State,100.0,1,0,1,2
Auburn,Oklahoma,0.0,0,4,0,4
Auburn,Oklahoma State,,0,0,0,0
Auburn,Ole Miss,72.92,35,13,0,48
Auburn,Oregon,100.0,2,0,0,2
Auburn,Oregon State,100.0,1,0,0,1
Auburn,Penn State,25.0,1,3,0,4
Auburn,Pittsburgh,,0,0,0,0
Auburn,Purdue,100.0,1,0,0,1
Auburn,Rutgers,100.0,1,0,0,1
Auburn,South Carolina,76.92,10,3,1,14
Auburn,Stanford,,0,0,0,0
Auburn,Syracuse,50.0,1,1,1,3
Auburn,TCU,100.0,3,0,0,3
Auburn,Tennessee,56.0,28,22,3,53
Auburn,Texas,37.5,3,5,0,8
Auburn,Texas A&M,43.75,7,9,0,16
Auburn,Texas Tech,0.0,0,1,0,1
Auburn,UCF,75.0,3,1,0,4
Auburn,UCLA,,0,0,0,0
Auburn,USC,33.33,1,2,0,3
Auburn,Utah,,0,0,0,0
Auburn,Vanderbilt,51.22,21,20,1,42
Auburn,Virginia,66.67,2,1,0,3
Auburn,Virginia Tech,75.0,3,1,1,5
Auburn,Wake Forest,75.0,6,2,0,8
Auburn,Washington,100.0,1,0,0,1
Auburn,Washington State,100.0,2,0,0,2
Auburn,West Virginia,50.0,1,1,0,2
Auburn,Wisconsin,33.33,1,2,1,4
BYU,Alabama,0.0,0,1,0,1
BYU,Arizona,53.85,14,12,1,27
BYU,Arizona State,27.59,8,21,0,29
BYU,Arkansas,50.0,1,1,0,2
BYU,Auburn,,0,0,0,0
BYU,BYU,,0,0,0,0
BYU,Baylor,60.0,3,2,0,5
BYU,Boston College,33.33,1,2,0,3
BYU,California (Cal),60.0,3,2,0,5
BYU,Cincinnati,100.0,4,0,0,4
BYU,Clemson,,0,0,0,0
BYU,Colorado,38.46,5,8,1,14
BYU,Duke,,0,0,0,0
BYU,Florida,,0,0,0,0
BYU,Florida State,0.0,0,4,0,4
BYU,Georgia,0.0,0,1,0,1
BYU,Georgia Tech,80.0,4,1,0,5
BYU,Houston,100.0,4,0,0,4
BYU,Illinois,,0,0,0,0
BYU,Indiana,0.0,0,1,0,1
BYU,Iowa,,0,0,1,1
BYU,Iowa State,16.67,1,5,0,6
BYU,Kansas,0.0,0,3,0,3
BYU,Kansas State,55.56,5,4,0,9
BYU,Kentucky,,0,0,0,0
BYU,LSU,0.0,0,1,0,1
BYU,Louisville,0.0,0,1,0,1
BYU,Maryland,,0,0,0,0
BYU,Miami (FL),50.0,1,1,0,2
BYU,Michigan,50.0,1,1,0,2
BYU,Michigan State,100.0,1,0,0,1
BYU,Minnesota,,0,0,0,0
BYU,Mississippi State,50.0,2,2,0,4
BYU,Missouri,50.0,1,1,0,2
BYU,NC State,,0,0,0,0
BYU,Nebraska,100.0,1,0,0,1
BYU,North Carolina,,0,0,0,0
BYU,Northwestern,,0,0,0,0
BYU,Ohio State,0.0,0,3,0,3
BYU,Oklahoma,66.67,2,1,0,3
BYU,Oklahoma State,25.0,1,3,0,4
BYU,Ole Miss,100.0,1,0,0,1
BYU,Oregon,42.86,3,4,0,7
BYU,Oregon State,45.45,5,6,0,11
BYU,Penn State,33.33,1,2,0,3
BYU,Pittsburgh,50.0,1,1,0,2
BYU,Purdue,,0,0,0,0
BYU,Rutgers,,0,0,0,0
BYU,South Carolina,,0,0,0,0
BYU,Stanford,50.0,2,2,0,4
BYU,Syracuse,50.0,1,1,0,2
BYU,TCU,46.15,6,7,0,13
BYU,Tennessee,100.0,1,0,0,1
BYU,Texas,66.67,4,2,0,6
BYU,Texas A&M,66.67,2,1,0,3
BYU,Texas Tech,25.0,1,3,0,4
BYU,UCF,80.0,4,1,0,5
BYU,UCLA,25.0,3,9,0,12
BYU,USC,50.0,2,2,0,4
BYU,Utah,36.56,34,59,4,97
BYU,Vanderbilt,,0,0,0,0
BYU,Virginia,50.0,3,3,0,6
BYU,Virginia Tech,,0,0,0,0
BYU,Wake Forest,,0,0,0,0
BYU,Washington,36.36,4,7,0,11
BYU,Washington State,80.0,4,1,0,5
BYU,West Virginia,33.33,1,2,0,3
BYU,Wisconsin,50.0,2,2,0,4
Baylor,Alabama,0.0,0,2,0,2
Baylor,Arizona,50.0,1,1,0,2
Baylor,Arizona State,0.0,0,2,0,2
Baylor,Arkansas,48.53,33,35,2,70
Baylor,Auburn,50.0,2,2,1,5
Baylor,BYU,40.0,2,3,0,5
Baylor,Baylor,,0,0,0,0
Baylor,Boston College,0.0,0,3,0,3
Baylor,California (Cal),66.67,2,1,0,3
Baylor,Cincinnati,50.0,1,1,0,2
Baylor,Clemson,100.0,1,0,0,1
Baylor,Colorado,41.18,7,10,0,17
Baylor,Duke,0.0,0,3,0,3
Baylor,Florida,0.0,0,1,0,1
Baylor,Florida State,66.67,2,1,0,3
Baylor,Georgia,0.0,0,5,0,5
Baylor,Georgia Tech,25.0,1,3,0,4
Baylor,Houston,50.0,15,15,1,31
Baylor,Illinois,50.0,1,1,0,2
Baylor,Indiana,33.33,1,2,0,3
Baylor,Iowa,,0,0,0,0
Baylor,Iowa State,52.17,12,11,0,23
Baylor,Kansas,82.61,19,4,0,23
Baylor,Kansas State,50.0,11,11,0,22
Baylor,Kentucky,50.0,2,2,0,4
Baylor,LSU,25.0,3,9,0,12
Baylor,Louisville,100.0,1,0,0,1
Baylor,Maryland,50.0,1,1,0,2
Baylor,Miami (FL),33.33,3,6,0,9
Baylor,Michigan,0.0,0,1,1,2
Baylor,Michigan State,0.0,0,2,0,2
Baylor,Minnesota,0.0,0,1,0,1
Baylor,Mississippi State,66.67,2,1,1,4
Baylor,Missouri,28.57,4,10,0,14
Baylor,NC State,100.0,2,0,0,2
Baylor,Nebraska,8.33,1,11,0,12
Baylor,North Carolina,100.0,1,0,0,1
Baylor,Northwestern,,0,0,0,0
Baylor,Ohio State,0.0,0,2,0,2
Baylor,Oklahoma,15.62,5,27,0,32
Baylor,Oklahoma State,47.73,21,23,0,44
Baylor,Ole Miss,100.0,2,0,0,2
Baylor,Oregon,,0,0,0,0
Baylor,Oregon State,25.0,1,3,0,4
Baylor,Penn State,0.0,0,1,0,1
Baylor,Pittsburgh,50.0,2,2,0,4
Baylor,Purdue,0.0,0,1,0,1
Baylor,Rutgers,,0,0,0,0
Baylor,South Carolina,66.67,2,1,0,3
Baylor,Stanford,,0,0,0,0
Baylor,Syracuse,50.0,1,1,0,2
Baylor,TCU,45.45,50,60,5,115
Baylor,Tennessee,100.0,1,0,0,1
Baylor,Texas,26.17,28,79,5,112
Baylor,Texas A&M,31.18,29,64,9,102
Baylor,Texas Tech,51.22,42,40,1,83
Baylor,UCF,66.67,2,1,0,3
Baylor,UCLA,100.0,1,0,0,1
Baylor,USC,40.0,2,3,0,5
Baylor,Utah,0.0,0,3,0,3
Baylor,Vanderbilt,100.0,3,0,0,3
Baylor,Virginia,,0,0,0,0
Baylor,Virginia Tech,,0,0,0,0
Baylor,Wake Forest,83.33,5,1,0,6
Baylor,Washington,80.0,4,1,0,5
Baylor,Washington State,66.67,4,2,0,6
Baylor,West Virginia,38.46,5,8,0,13
Baylor,Wisconsin,,0,0,0,0
Boston College,Alabama,75.0,3,1,0,4
Boston College,Arizona,0.0,0,1,0,1
Boston College,Arizona State,100.0,1,0,0,1
Boston College,Arkansas,,0,0,0,0
Boston College,Auburn,66.67,2,1,0,3
Boston College,BYU,66.67,2,1,0,3
Boston College,Baylor,100.0,3,0,0,3
Boston College,Boston College,,0,0,0,0
Boston College,California (Cal),50.0,1,1,0,2
Boston College,Cincinnati,50.0,4,4,0,8
Boston College,Clemson,29.03,9,22,2,33
Boston College,Colorado,0.0,0,1,0,1
Boston College,Duke,55.56,5,4,0,9
Boston College,Florida,50.0,1,1,0,2
Boston College,Florida State,27.27,6,16,0,22
Boston College,Georgia,50.0,2,2,0,4
Boston College,Georgia Tech,38.46,5,8,0,13
Boston College,Houston,66.67,2,1,0,3
Boston College,Illinois,,0,0,0,0
Boston College,Indiana,100.0,1,0,0,1
Boston College,Iowa,0.0,0,1,0,1
Boston College,Iowa State,100.0,1,0,0,1
Boston College,Kansas,0.0,0,1,0,1
Boston College,Kansas State,100.0,4,0,0,4
Boston College,Kentucky,100.0,1,0,0,1
Boston College,LSU,0.0,0,2,0,2
Boston College,Louisville,38.89,7,11,0,18
Boston College,Maryland,75.0,9,3,0,12
Boston College,Miami (FL),19.35,6,25,0,31
Boston College,Michigan,0.0,0,4,0,4
Boston College,Michigan State,71.43,5,2,1,8
Boston College,Minnesota,,0,0,0,0
Boston College,Mississippi State,,0,0,0,0
Boston College,Missouri,50.0,1,1,0,2
Boston College,NC State,57.89,11,8,0,19
Boston College,Nebraska,0.0,0,1,0,1
Boston College,North Carolina,33.33,3,6,0,9
Boston College,Northwestern,20.0,1,4,0,5
Boston College,Ohio State,0.0,0,3,0,3
Boston College,Oklahoma,0.0,0,2,0,2
Boston College,Oklahoma State,,0,0,0,0
Boston College,Ole Miss,0.0,0,3,1,4
Boston College,Oregon,,0,0,0,0
Boston College,Oregon State,,0,0,0,0
Boston College,Penn State,16.67,4,20,0,24
Boston College,Pittsburgh,45.71,16,19,0,35
Boston College,Purdue,0.0,0,1,0,1
Boston College,Rutgers,74.07,20,7,1,28
Boston College,South Carolina,,0,0,0,0
Boston College,Stanford,40.0,2,3,0,5
Boston College,Syracuse,42.37,25,34,0,59
Boston College,TCU,50.0,1,1,0,2
Boston College,Tennessee,20.0,2,8,0,10
Boston College,Texas,33.33,1,2,0,3
Boston College,Texas A&M,75.0,3,1,0,4
Boston College,Texas Tech,33.33,1,2,0,3
Boston College,UCF,50.0,1,1,0,2
Boston College,UCLA,,0,0,0,0
Boston College,USC,20.0,1,4,0,5
Boston College,Utah,,0,0,0,0
Boston College,Vanderbilt,66.67,2,1,0,3
Boston College,Virginia,77.78,7,2,0,9
Boston College,Virginia Tech,33.33,11,22,0,33
Boston College,Wake Forest,51.85,14,13,2,29
Boston College,Washington,,0,0,0,0
Boston College,Washington State,,0,0,0,0
Boston College,West Virginia,34.38,11,21,1,33
Boston College,Wisconsin,,0,0,0,0
California (Cal),Alabama,50.0,1,1,0,2
California (Cal),Arizona,44.12,15,19,2,36
California (Cal),Arizona State,52.78,19,17,0,36
California (Cal),Arkansas,0.0,0,1,0,1
California (Cal),Auburn,50.0,1,1,0,2
California (Cal),BYU,40.0,2,3,0,5
California (Cal),Baylor,33.33,1,2,0,3
California (Cal),Boston College,50.0,1,1,0,2
California (Cal),California (Cal),,0,0,0,0
California (Cal),Cincinnati,,0,0,0,0
California (Cal),Clemson,100.0,1,0,0,1
California (Cal),Colorado,58.33,7,5,0,12
California (Cal),Duke,0.0,0,2,1,3
California (Cal),Florida,0.0,0,2,0,2
California (Cal),Florida State,0.0,0,1,0,1
California (Cal),Georgia,0.0,0,2,0,2
California (Cal),Georgia Tech,57.14,4,3,0,7
California (Cal),Houston,100.0,2,0,0,2
California (Cal),Illinois,36.36,4,7,0,11
California (Cal),Indiana,100.0,2,0,0,2
California (Cal),Iowa,25.0,1,3,0,4
California (Cal),Iowa State,100.0,1,0,0,1
California (Cal),Kansas,60.0,3,2,0,5
California (Cal),Kansas State,0.0,0,1,0,1
California (Cal),Kentucky,,0,0,0,0
California (Cal),LSU,,0,0,0,0
California (Cal),Louisville,100.0,1,0,0,1
California (Cal),Maryland,50.0,1,1,0,2
California (Cal),Miami (FL),40.0,2,3,0,5
California (Cal),Michigan,25.0,2,6,0,8
California (Cal),Michigan State,50.0,2,2,0,4
California (Cal),Minnesota,71.43,5,2,0,7
California (Cal),Mississippi State,,0,0,0,0
California (Cal),Missouri,66.67,4,2,1,7
California (Cal),NC State,0.0,0,1,0,1
California (Cal),Nebraska,0.0,0,3,0,3
California (Cal),North Carolina,100.0,3,0,0,3
California (Cal),Northwestern,33.33,1,2,0,3
California (Cal),Ohio State,12.5,1,7,0,8
California (Cal),Oklahoma,50.0,2,2,0,4
California (Cal),Oklahoma State,,0,0,0,0
California (Cal),Ole Miss,100.0,2,0,0,2
California (Cal),Oregon,48.15,39,42,1,82
California (Cal),Oregon State,51.95,40,37,0,77
California (Cal),Penn State,25.0,1,3,0,4
California (Cal),Pittsburgh,33.33,2,4,0,6
California (Cal),Purdue,50.0,1,1,0,2
California (Cal),Rutgers,100.0,2,0,0,2
California (Cal),South Carolina,,0,0,0,0
California (Cal),Stanford,45.45,45,54,6,105
California (Cal),Syracuse,33.33,1,2,0,3
California (Cal),TCU,0.0,0,2,0,2
California (Cal),Tennessee,50.0,2,2,0,4
California (Cal),Texas,28.57,2,5,0,7
California (Cal),Texas A&M,66.67,2,1,0,3
California (Cal),Texas Tech,0.0,0,2,0,2
California (Cal),UCF,,0,0,0,0
California (Cal),UCLA,37.63,35,58,1,94
California (Cal),USC,30.1,31,72,5,108
California (Cal),Utah,46.15,6,7,0,13
California (Cal),Vanderbilt,,0,0,0,0
California (Cal),Virginia,0.0,0,1,0,1
California (Cal),Virginia Tech,50.0,1,1,0,2
California (Cal),Wake Forest,100.0,1,0,0,1
California (Cal),Washington,42.71,41,55,3,99
California (Cal),Washington State,62.03,49,30,5,84
California (Cal),West Virginia,66.67,2,1,0,3
California (Cal),Wisconsin,83.33,5,1,0,6
Cincinnati,Alabama,0.0,0,6,0,6
Cincinnati,Arizona,0.0,0,1,0,1
Cincinnati,Arizona State,100.0,3,0,0,3
Cincinnati,Arkansas,0.0,0,1,0,1
Cincinnati,Auburn,0.0,0,2,0,2
Cincinnati,BYU,0.0,0,4,0,4
Cincinnati,Baylor,50.0,1,1,0,2
Cincinnati,Boston College,50.0,4,4,0,8
Cincinnati,California (Cal),,0,0,0,0
Cincinnati,Cincinnati,,0,0,0,0
Cincinnati,Clemson,,0,0,0,0
Cincinnati,Colorado,0.0,0,2,0,2
Cincinnati,Duke,100.0,1,0,0,1
Cincinnati,Florida,0.0,0,2,0,2
Cincinnati,Florida State,0.0,0,6,0,6
Cincinnati,Georgia,0.0,0,3,0,3
